Marca;Modelo;Combustible;Transmisión;Estado;Año matricula;Kilometraje;Potencia;Precio
Opel;Corsa;Gasolina;Manual;Usado;10/2016;70072;90.0;7770.0
Renault;Clio;Diesel;Manual;Usado;12/2015;58800;75.0;7777.0
Opel;Meriva;Gasolina;Manual;Usado;07/2013;90371;120.0;7780.0
Opel;Corsa;Gasolina;Manual;Usado;02/2017;32879;69.0;7780.0
Dacia;Sandero;Gasolina;Manual;Usado;06/2018;17000;73.0;7790.0
Hyundai;i30;Gasolina;Manual;Usado;01/2014;89590;99.0;7797.0
Nissan;Juke;Gasolina;Automática;Usado;08/2011;32000;117.0;7799.0
Opel;Corsa;Gasolina;Manual;Usado;07/2015;83600;90.0;7800.0
BMW;430;Gasolina;Automática;Nuevo;09/2020;100;252.0;56908.0
Mercedes-Benz;CLS 400;Diesel;Automática;Usado;02/2018;49900;340.0;57670.0
Mercedes-Benz;GLE 43 AMG;Gasolina;Automática;Usado;07/2017;46128;367.0;57880.0
Dodge;Challenger;Gasolina;Manual;Nuevo;09/2020;30;492.0;57885.0
Porsche;Cayman;Gasolina;Automática;Usado;07/2019;13490;299.0;57900.0
Jaguar;F-Type;Gasolina;Automática;Usado;03/2017;6593;381.0;57990.0
Dodge;Challenger;Gasolina;Automática;Nuevo;09/2020;31;492.0;57999.0
Jaguar;F-Type;Gasolina;Automática;Usado;03/2017;38417;551.0;58420.0
Audi;TT RS;Gasolina;Automática;Usado;11/2019;13339;400.0;58890.0
BMW;M2;Gasolina;Automática;Usado;01/2020;2510;411.0;58989.0
BMW;M4;Gasolina;Automática;Usado;04/2017;68000;450.0;58990.0
BMW;M2;Gasolina;Automática;Usado;02/2019;13796;412.0;58999.0
Jaguar;F-Type;Gasolina;Automática;Usado;06/2016;41300;551.0;59800.0
BMW;M4;Gasolina;Automática;Usado;03/2018;30294;450.0;59880.0
Jaguar;F-Type;Gasolina;Automática;Nuevo;09/2020;10;300.0;59888.0
Audi;TT RS;Gasolina;Automática;Usado;08/2019;8300;400.0;59970.0
Mercedes-Benz;C 63 AMG;Gasolina;Automática;Usado;09/2015;26563;510.0;60421.0
Audi;RS5;Gasolina;Automática;Usado;05/2018;34875;450.0;60660.0
Mercedes-Benz;E 53 AMG;Gasolina;Automática;Usado;01/2019;30000;435.0;60899.0
Mercedes-Benz;CLS 400;Diesel;Automática;Usado;05/2018;41513;340.0;60990.0
Opel;Mokka;Gasolina;Manual;Usado;10/2015;29211;140.0;13950.0
Volkswagen;Tiguan;Gasolina;Manual;Usado;12/2014;90437;160.0;13950.0
Volkswagen;Tiguan;Gasolina;Manual;Usado;06/2015;51600;122.0;13970.0
Mazda;CX-7;Gasolina;Manual;Usado;04/2011;52000;260.0;13975.0
Renault;Kadjar;Diesel;Manual;Usado;03/2016;81009;131.0;13980.0
Opel;Mokka X;Diesel;Manual;Usado;06/2017;89990;136.0;13980.0
Renault;Captur;Gasolina;Manual;Usado;03/2019;14640;131.0;13990.0
Fiat;500;Gasolina;Manual;Usado;01/2019;31400;120.0;13990.0
Volkswagen;Tiguan;Gasolina;Automática;Usado;07/2012;50500;179.0;13990.0
Opel;Mokka X;Diesel;Manual;Usado;06/2017;70523;136.0;13990.0
Renault;Kadjar;Diesel;Automática;Usado;02/2016;71578;110.0;13990.0
Renault;Captur;Gasolina;Manual;Usado;03/2019;5881;131.0;13990.0
Ford;EcoSport;Gasolina;Manual;Usado;09/2017;16979;140.0;13990.0
Renault;Captur;Gasolina;Manual;Usado;07/2019;8957;90.0;13990.0
Renault;Captur;Gasolina;Manual;Usado;07/2019;8220;90.0;13990.0
Renault;Captur;Gasolina;Manual;Usado;08/2019;10179;90.0;13990.0
Peugeot;2008;Gasolina;Manual;Usado;02/2019;22884;131.0;13990.0
Ford;Kuga;Gasolina;Manual;Usado;06/2016;45000;120.0;13990.0
Renault;Kadjar;Diesel;Manual;Usado;08/2016;40181;131.0;13990.0
Opel;Crossland X;Gasolina;Manual;Usado;11/2018;10;82.0;13990.0
SEAT;Leon;Gasolina;Manual;Usado;05/2017;93766;125.0;13850.0
Volkswagen;Golf Variant;Diesel;Manual;Usado;05/2016;99103;150.0;13870.0
Volkswagen;Golf Variant;Diesel;Manual;Usado;04/2017;66120;116.0;13875.0
Kia;Sportage;Gasolina;Manual;Usado;04/2015;68847;135.0;13880.0
Ford;Focus;Diesel;Automática;Usado;03/2019;46548;120.0;13880.0
Ford;Focus;Gasolina;Manual;Usado;12/2017;18346;125.0;13880.0
Mazda;6;Diesel;Manual;Usado;03/2015;78000;150.0;13890.0
Mercedes-Benz;C 180;Gasolina;Manual;Usado;03/2012;75400;156.0;13890.0
Hyundai;i40;Diesel;Automática;Usado;04/2016;77650;141.0;13890.0
Renault;Megane;Gasolina;Automática;Usado;02/2016;63136;132.0;13890.0
Mazda;6;Diesel;Manual;Usado;01/2016;65000;150.0;13900.0
Ford;Focus;Gasolina;Manual;Usado;04/2018;12000;125.0;13900.0
Opel;Astra;Diesel;Automática;Usado;06/2018;49600;136.0;13950.0
Skoda;Fabia;Gasolina;Manual;Usado;01/2019;15483;110.0;13950.0
Skoda;Scala;Gasolina;Manual;Usado;12/2019;20100;95.0;13950.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;100;95.0;13950.0
MINI;One D Clubman;Diesel;Manual;Usado;03/2017;33209;116.0;13950.0
Skoda;Fabia;Gasolina;Manual;Usado;04/2019;16862;110.0;13950.0
Hyundai;i30;Gasolina;Manual;Nuevo;09/2020;10;101.0;13970.0
Hyundai;i30;Gasolina;Manual;Nuevo;09/2020;10;101.0;13970.0
Renault;Clio;Gasolina;Manual;Usado;05/2019;30000;90.0;10745.0
Ford;Mondeo;Gasolina;Manual;Usado;10/2012;68141;160.0;10750.0
Ford;Mondeo;Gasolina;Manual;Usado;10/2012;68141;160.0;10750.0
Dacia;Sandero;Gasolina;Manual;Nuevo;09/2020;5;90.0;10769.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;100;60.0;10772.0
Honda;Civic;Gasolina;Manual;Usado;05/2013;51500;141.0;10780.0
Mazda;3;Gasolina;Manual;Usado;04/2014;93279;165.0;10790.0
Mitsubishi;Lancer;Gasolina;Manual;Usado;01/2018;24000;117.0;10790.0
Ford;Focus;Gasolina;Manual;Usado;04/2014;66256;125.0;10790.0
Skoda;Fabia;Gasolina;Automática;Usado;03/2015;38339;110.0;10791.0
Kia;Ceed / cee'd;Gasolina;Manual;Usado;02/2018;35750;101.0;10791.0
Kia;Ceed / cee'd;Diesel;Manual;Usado;05/2016;86000;136.0;10800.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;100;60.0;10831.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;100;60.0;10831.0
Volkswagen;Golf;Gasolina;Manual;Usado;04/2015;85000;86.0;10850.0
Volkswagen;Polo;Gasolina;Manual;Usado;04/2017;28300;90.0;10850.0
Fiat;500;Gasolina;Manual;Usado;08/2019;500;69.0;10878.0
Fiat;Tipo;Gasolina;Manual;Usado;03/2019;27300;95.0;10880.0
Volkswagen;Golf;Gasolina;Manual;Usado;10/2013;78092;122.0;10890.0
Dacia;Sandero;Gasolina;Manual;Usado;05/2019;16600;90.0;10890.0
Volkswagen;Touran;Diesel;Automática;Usado;03/2016;82858;150.0;17480.0
Opel;Vivaro;Diesel;Manual;Usado;12/2015;50552;125.0;17480.0
Volkswagen;Golf Sportsvan;Gasolina;Automática;Usado;09/2016;34102;125.0;17480.0
Volkswagen;Transporter;Diesel;Manual;Usado;12/2015;68700;102.0;17490.0
Opel;Combo;Gasolina;Manual;Usado;03/2019;18618;110.0;17490.0
Ford;C-Max;Gasolina;Automática;Usado;11/2018;23993;150.0;17490.0
Ford;Grand C-Max;Diesel;Automática;Usado;11/2017;24721;120.0;17490.0
Citroen;Berlingo;Diesel;Manual;Nuevo;09/2020;100;102.0;17536.0
BMW;218;Gasolina;Automática;Usado;06/2017;41490;136.0;17580.0
Volkswagen;Golf Sportsvan;Gasolina;Manual;Usado;07/2018;41900;131.0;17680.0
Volkswagen;Touran;Diesel;Manual;Usado;11/2016;71250;150.0;17710.0
Volkswagen;Touran;Diesel;Automática;Usado;05/2017;99950;150.0;17780.0
Renault;Espace;Diesel;Manual;Usado;05/2016;57101;131.0;17790.0
Volkswagen;Touran;Diesel;Automática;Usado;06/2016;90500;150.0;17800.0
Volkswagen;Caddy;Gasolina;Automática;Usado;07/2017;41701;125.0;17810.0
Volkswagen;Golf Sportsvan;Gasolina;Manual;Usado;01/2019;28900;131.0;17810.0
Mercedes-Benz;B 200;Gasolina;Automática;Usado;06/2016;55281;156.0;17850.0
Volkswagen;Touran;Diesel;Automática;Usado;07/2016;79989;150.0;17860.0
Ford;C-Max;Gasolina;Manual;Usado;07/2019;17909;125.0;17890.0
Ford;C-Max;Gasolina;Manual;Usado;07/2019;12270;125.0;17890.0
smart;forFour;Gasolina;Manual;Usado;02/2016;19280;71.0;9690.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;100;71.0;9690.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;100;71.0;9690.0
Renault;Twingo;Gasolina;Manual;Usado;12/2016;45820;109.0;9710.0
Renault;Clio;Diesel;Manual;Usado;11/2015;68100;90.0;9740.0
Opel;Corsa;Gasolina;Manual;Usado;11/2016;34684;90.0;9740.0
Volkswagen;up!;Gasolina;Manual;Usado;03/2017;24484;90.0;9743.0
Opel;Corsa;Gasolina;Manual;Usado;05/2016;33590;116.0;9750.0
Peugeot;208;Gasolina;Manual;Usado;06/2016;46859;82.0;9750.0
Opel;Corsa;Gasolina;Manual;Usado;03/2018;23505;90.0;9777.0
Hyundai;i10;Gasolina;Manual;Usado;07/2019;14290;67.0;9777.0
Fiat;Panda;Gasolina;Manual;Usado;07/2018;21535;69.0;9780.0
Opel;Corsa;Gasolina;Manual;Usado;06/2018;18393;90.0;9790.0
Toyota;Yaris;Gasolina;Automática;Usado;12/2014;58850;75.0;9790.0
Volkswagen;up!;Gasolina;Manual;Usado;04/2019;13963;60.0;9795.0
Microcar;M.Go;Diesel;Automática;Nuevo;09/2020;100;8.0;9799.0
Renault;Clio;Gasolina;Manual;Usado;10/2015;19996;90.0;9799.0
Citroen;DS3;Gasolina;Manual;Usado;01/2016;48190;110.0;9850.0
Volkswagen;Polo;Gasolina;Manual;Usado;05/2017;21474;60.0;9863.0
Volkswagen;Polo;Gasolina;Manual;Usado;08/2017;20402;60.0;9865.0
Fiat;New Panda;Gasolina;Manual;Usado;04/2013;47850;69.0;7800.0
Opel;Meriva;Gasolina;Manual;Usado;08/2011;42981;120.0;7850.0
Peugeot;108;Gasolina;Manual;Usado;04/2016;64308;82.0;7850.0
Skoda;Yeti;Gasolina;Manual;Usado;07/2013;99000;105.0;7850.0
Kia;Rio;Gasolina;Manual;Usado;06/2014;57220;86.0;7860.0
Dacia;Sandero;Gasolina;Manual;Usado;06/2014;54783;90.0;7870.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;5;71.0;7879.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;5;71.0;7879.0
Volkswagen;Polo;Gasolina;Manual;Usado;07/2015;94371;75.0;7880.0
Ford;Fiesta;Gasolina;Manual;Usado;07/2012;30650;82.0;7880.0
Volkswagen;up!;Gasolina;Manual;Usado;04/2016;31382;60.0;7880.0
smart;forFour;Gasolina;Manual;Usado;03/2018;57604;71.0;7880.0
smart;forFour;Gasolina;Manual;Usado;03/2018;43138;71.0;7880.0
Renault;Kangoo;Diesel;Manual;Usado;06/2015;18166;90.0;7890.0
Fiat;500;Gasolina;Manual;Usado;09/2015;70990;69.0;7890.0
Fiat;500C;Gasolina;Manual;Usado;07/2014;92200;69.0;7890.0
Fiat;Panda;Gasolina;Manual;Usado;04/2017;34750;69.0;7898.0
Kia;Rio;Gasolina;Manual;Usado;08/2015;64000;109.0;7899.0
Volkswagen;Polo;Gasolina;Manual;Usado;09/2013;62500;86.0;7900.0
Volkswagen;Caddy;Diesel;Manual;Usado;02/2012;95778;102.0;7900.0
Dodge;Challenger;Gasolina;Automática;Nuevo;09/2020;30;492.0;60250.0
Dodge;Challenger;Gasolina;Automática;Nuevo;09/2020;30;492.0;60250.0
Dodge;Challenger;Gasolina;Automática;Nuevo;09/2020;30;492.0;60250.0
Dodge;Challenger;Gasolina;Automática;Nuevo;09/2020;30;492.0;60250.0
Mercedes-Benz;C 63 AMG;Gasolina;Automática;Usado;09/2015;26563;510.0;60421.0
Audi;RS5;Gasolina;Automática;Usado;05/2018;34875;450.0;60660.0
Mercedes-Benz;E 400;Diesel;Automática;Usado;03/2019;18963;340.0;60899.0
Mercedes-Benz;E 53 AMG;Gasolina;Automática;Usado;01/2019;30000;435.0;60899.0
Mercedes-Benz;GLE 350;Diesel;Automática;Usado;08/2018;9990;258.0;61390.0
Porsche;Cayman;Gasolina;Automática;Usado;07/2017;32050;349.0;61720.0
Dodge;Challenger;Gasolina;Automática;Usado;05/2017;14500;717.0;61900.0
Mercedes-Benz;C 63 AMG;Gasolina;Automática;Usado;07/2017;12500;510.0;61900.0
Corvette;ZR1;Gasolina;Manual;Usado;05/2011;41262;647.0;61999.0
BMW;M6;Gasolina;Automática;Usado;03/2016;43023;600.0;62969.0
Mercedes-Benz;CLS 400;Diesel;Automática;Usado;07/2019;25000;340.0;63399.0
Toyota;Supra;Gasolina;Automática;Nuevo;09/2020;10;340.0;63500.0
Audi;RS5;Gasolina;Automática;Usado;03/2018;23684;450.0;63971.0
BMW;M2;Gasolina;Automática;Nuevo;09/2020;100;411.0;64245.0
Corvette;C7;Gasolina;Automática;Usado;06/2018;50000;466.0;65000.0
Mercedes-Benz;E 53 AMG;Gasolina;Automática;Usado;05/2019;29514;435.0;65470.0
Opel;Mokka X;Gasolina;Manual;Usado;08/2017;24927;140.0;14390.0
Renault;Captur;Gasolina;Manual;Usado;03/2019;4857;131.0;14390.0
Opel;Mokka;Gasolina;Manual;Usado;08/2016;33037;140.0;14390.0
Skoda;Kamiq;Gasolina;Manual;Nuevo;09/2020;1;95.0;14395.0
Dacia;Duster;Gasolina;Manual;Nuevo;09/2020;1;101.0;14410.0
Mazda;CX-3;Gasolina;Manual;Usado;10/2015;29695;150.0;14440.0
Mitsubishi;Outlander;Gasolina;Manual;Usado;11/2015;85100;150.0;14440.0
Hyundai;Tucson;Gasolina;Manual;Usado;07/2017;38800;132.0;14440.0
Nissan;Juke;Gasolina;Manual;Usado;07/2016;14000;190.0;14450.0
Mitsubishi;ASX;Gasolina;Manual;Usado;03/2018;22500;117.0;14450.0
Dacia;Duster;Gasolina;Manual;Nuevo;09/2020;20;101.0;14477.0
Dacia;Duster;Gasolina;Manual;Nuevo;09/2020;20;101.0;14477.0
Ford;Kuga;Diesel;Automática;Usado;08/2015;75350;150.0;14480.0
Volkswagen;Tiguan;Diesel;Manual;Usado;12/2015;66466;110.0;14480.0
Ford;EcoSport;Gasolina;Manual;Usado;07/2018;20648;125.0;14480.0
Mazda;CX-3;Gasolina;Manual;Usado;09/2016;59800;120.0;14489.0
Renault;Captur;Gasolina;Manual;Usado;02/2019;12248;131.0;14490.0
Nissan;Qashqai;Diesel;Manual;Usado;07/2016;61632;110.0;14490.0
Renault;Captur;Gasolina;Manual;Usado;02/2019;10973;131.0;14490.0
Opel;Crossland X;Gasolina;Automática;Usado;09/2017;51868;110.0;14490.0
Mazda;6;Diesel;Manual;Usado;03/2015;78000;150.0;13890.0
Skoda;Fabia;Gasolina;Manual;Usado;09/2019;7570;95.0;13890.0
Mercedes-Benz;C 180;Gasolina;Manual;Usado;03/2012;75400;156.0;13890.0
Hyundai;i40;Diesel;Automática;Usado;04/2016;77650;141.0;13890.0
Renault;Megane;Gasolina;Automática;Usado;02/2016;63136;132.0;13890.0
Mazda;6;Diesel;Manual;Usado;01/2016;65000;150.0;13900.0
Opel;Astra;Diesel;Automática;Usado;06/2018;49600;136.0;13950.0
Skoda;Fabia;Gasolina;Manual;Usado;01/2019;15483;110.0;13950.0
Skoda;Scala;Gasolina;Manual;Usado;12/2019;20100;95.0;13950.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;100;95.0;13950.0
MINI;One D Clubman;Diesel;Manual;Usado;03/2017;33209;116.0;13950.0
Skoda;Fabia;Gasolina;Manual;Usado;04/2019;16862;110.0;13950.0
Hyundai;i30;Gasolina;Manual;Nuevo;09/2020;10;101.0;13970.0
Hyundai;i30;Gasolina;Manual;Nuevo;09/2020;10;101.0;13970.0
Hyundai;i30;Gasolina;Manual;Nuevo;09/2020;10;101.0;13970.0
Renault;Megane;Diesel;Manual;Usado;04/2018;56082;110.0;13970.0
Skoda;Fabia;Gasolina;Manual;Usado;07/2019;11798;110.0;13980.0
Skoda;Fabia;Gasolina;Manual;Usado;09/2019;19483;95.0;13980.0
Skoda;Fabia;Gasolina;Manual;Usado;11/2015;34986;90.0;13980.0
Toyota;Auris;Gasolina;Manual;Usado;02/2018;28900;116.0;13980.0
Ford;Fiesta;Diesel;Manual;Usado;10/2016;32586;95.0;10690.0
Hyundai;i10;Gasolina;Manual;Nuevo;09/2020;5;67.0;10690.0
Dacia;Sandero;Gasolina;Manual;Nuevo;09/2020;10;73.0;10713.0
Dacia;Sandero;Gasolina;Manual;Nuevo;09/2020;10;73.0;10713.0
Honda;Civic;Diesel;Manual;Usado;09/2016;79100;120.0;10730.0
Skoda;Rapid/Spaceback;Gasolina;Automática;Usado;06/2016;66350;90.0;10740.0
Renault;Clio;Gasolina;Manual;Usado;05/2019;32300;90.0;10745.0
Renault;Clio;Gasolina;Manual;Usado;05/2019;33920;90.0;10745.0
Renault;Clio;Gasolina;Manual;Usado;05/2019;31150;90.0;10745.0
Renault;Clio;Gasolina;Manual;Usado;05/2019;30000;90.0;10745.0
Ford;Mondeo;Gasolina;Manual;Usado;10/2012;68141;160.0;10750.0
Ford;Mondeo;Gasolina;Manual;Usado;10/2012;68141;160.0;10750.0
Dacia;Sandero;Gasolina;Manual;Nuevo;09/2020;5;90.0;10769.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;100;60.0;10772.0
Peugeot;208;Gasolina;Manual;Usado;09/2018;7680;83.0;10790.0
Mazda;3;Gasolina;Manual;Usado;04/2014;93279;165.0;10790.0
Mitsubishi;Lancer;Gasolina;Manual;Usado;01/2018;24000;117.0;10790.0
Ford;Focus;Gasolina;Manual;Usado;04/2014;66256;125.0;10790.0
Skoda;Fabia;Gasolina;Automática;Usado;03/2015;38339;110.0;10791.0
Kia;Ceed / cee'd;Gasolina;Manual;Usado;02/2018;35750;101.0;10791.0
Ford;C-Max;Gasolina;Manual;Usado;07/2019;16179;125.0;17890.0
Citroen;C4 SpaceTourer;Diesel;Manual;Usado;11/2019;19448;131.0;17890.0
Volkswagen;Caddy;Diesel;Manual;Usado;01/2019;10690;75.0;17890.0
Volkswagen;Caddy;Diesel;Manual;Usado;01/2019;10690;75.0;17890.0
Opel;Zafira;Diesel;Automática;Usado;03/2017;38800;170.0;17890.0
Citroen;Grand C4 Picasso;Gasolina;Automática;Usado;12/2017;45000;165.0;17899.0
Citroen;Berlingo;Gasolina;Manual;Nuevo;09/2020;100;110.0;17902.0
BMW;220;Diesel;Manual;Usado;07/2016;80614;190.0;17950.0
Ford;S-Max;Gasolina;Manual;Usado;07/2016;66500;160.0;17950.0
Ford;C-Max;Gasolina;Manual;Usado;11/2019;2346;150.0;17970.0
Ford;S-Max;Diesel;Automática;Usado;02/2017;91700;179.0;17970.0
Opel;Zafira;Gasolina;Manual;Usado;10/2018;32941;140.0;17980.0
Volkswagen;Golf Sportsvan;Gasolina;Automática;Usado;04/2016;48500;125.0;17980.0
Volkswagen;Touran;Diesel;Manual;Usado;07/2016;58400;150.0;17980.0
Opel;Zafira;Diesel;Automática;Usado;07/2017;75660;170.0;17980.0
Volkswagen;Golf Sportsvan;Gasolina;Automática;Usado;08/2016;43500;150.0;17980.0
Renault;Scenic;Diesel;Manual;Usado;05/2018;54193;110.0;17980.0
Renault;Scenic;Gasolina;Manual;Usado;12/2017;16584;160.0;17990.0
Renault;Scenic;Diesel;Automática;Usado;01/2017;33110;160.0;17990.0
Renault;Espace;Diesel;Automática;Usado;04/2015;69036;160.0;17990.0
Peugeot;108;Gasolina;Manual;Usado;08/2018;13660;72.0;10290.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;5;71.0;10290.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;5;71.0;10290.0
SEAT;Ibiza;Gasolina;Automática;Usado;04/2013;92375;179.0;10340.0
Volkswagen;Polo;Gasolina;Manual;Usado;05/2016;22328;75.0;10350.0
Volkswagen;Polo;Gasolina;Automática;Usado;03/2014;90500;105.0;10350.0
Hyundai;i10;Gasolina;Manual;Nuevo;09/2020;10;67.0;10370.0
Volkswagen;Polo;Gasolina;Manual;Usado;05/2017;31275;75.0;10374.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;5;71.0;10390.0
Mitsubishi;Space Star;Gasolina;Manual;Nuevo;09/2020;5;71.0;10390.0
Dacia;Sandero;Gasolina;Manual;Nuevo;09/2020;100;101.0;10390.0
Volkswagen;Polo;Gasolina;Manual;Usado;02/2017;48700;90.0;10399.0
Volkswagen;Polo;Gasolina;Manual;Usado;05/2017;31471;60.0;10425.0
Volkswagen;up!;Gasolina;Manual;Usado;12/2019;6001;60.0;10440.0
SEAT;Ibiza;Gasolina;Manual;Usado;10/2017;27000;95.0;10447.0
Opel;Corsa;Gasolina;Automática;Usado;08/2017;21705;90.0;10450.0
Opel;Corsa;Gasolina;Automática;Usado;02/2017;46706;90.0;10450.0
Skoda;Fabia;Gasolina;Manual;Usado;10/2019;9732;60.0;10450.0
Hyundai;i20;Gasolina;Manual;Usado;12/2019;12210;75.0;10470.0
Volkswagen;Polo;Gasolina;Manual;Usado;05/2016;42205;75.0;10479.0
Opel;Adam;Gasolina;Manual;Usado;05/2014;56500;87.0;8250.0
Skoda;Rapid/Spaceback;Gasolina;Manual;Usado;10/2014;95700;86.0;8250.0
Opel;Meriva;Gasolina;Manual;Usado;08/2012;90700;140.0;8290.0
Skoda;Citigo;Gasolina;Manual;Usado;06/2018;10500;60.0;8290.0
Renault;Kangoo;Diesel;Manual;Usado;05/2015;12653;75.0;8291.0
Toyota;Auris;Gasolina;Manual;Usado;08/2013;36000;99.0;8300.0
Fiat;500C;Gasolina;Manual;Usado;03/2015;54000;69.0;8300.0
Volkswagen;Golf Plus;Gasolina;Automática;Usado;07/2011;73900;105.0;8350.0
Opel;Astra;Gasolina;Manual;Usado;03/2012;73697;140.0;8365.0
Opel;Corsa;Gasolina;Manual;Usado;08/2014;54182;87.0;8365.0
Opel;Meriva;Diesel;Manual;Usado;10/2016;99800;95.0;8380.0
Hyundai;i10;Gasolina;Manual;Usado;03/2018;6900;67.0;8380.0
Renault;Megane;Diesel;Manual;Usado;04/2013;86961;131.0;8390.0
Volkswagen;up!;Gasolina;Manual;Usado;12/2017;13738;60.0;8390.0
Volkswagen;Golf Variant;Gasolina;Manual;Usado;05/2010;93385;160.0;8400.0
Mitsubishi;Space Star;Gasolina;Manual;Usado;06/2017;55000;80.0;8440.0
Volkswagen;Golf;Gasolina;Automática;Usado;03/2010;96700;122.0;8444.0
Opel;Corsa;Gasolina;Manual;Usado;06/2017;10175;90.0;8450.0
Volkswagen;Caddy;Gasolina;Manual;Usado;12/2011;55000;105.0;8450.0
Volkswagen;up!;Gasolina;Automática;Usado;06/2016;69500;75.0;8450.0
Audi;RS5;Gasolina;Automática;Usado;08/2019;11957;450.0;69980.0
Corvette;C7;Gasolina;Automática;Usado;05/2018;31950;466.0;69990.0
Porsche;991;Gasolina;Automática;Usado;11/2012;56449;349.0;69991.0
Lotus;Evora;Gasolina;Manual;Usado;07/2017;15322;405.0;71489.0
Porsche;991;Gasolina;Automática;Usado;05/2013;92662;400.0;71789.0
BMW;M4;Gasolina;Automática;Usado;09/2019;5888;450.0;71900.0
Bentley;Continental;Gasolina;Automática;Usado;10/2011;89000;575.0;71900.0
Audi;RS5;Gasolina;Automática;Usado;08/2019;17629;450.0;72911.0
BMW;840;Diesel;Automática;Usado;06/2019;6600;320.0;74400.0
Alpina;B3;Gasolina;Automática;Usado;04/2013;53589;408.0;74950.0
Alpina;B3;Gasolina;Automática;Usado;04/2013;53589;408.0;74950.0
Porsche;Cayman;Gasolina;Automática;Usado;04/2019;12370;366.0;75330.0
Toyota;Supra;Gasolina;Automática;Nuevo;09/2020;10;480.0;75449.0
Mercedes-Benz;S 63 AMG;Gasolina;Automática;Usado;10/2014;70000;585.0;76495.0
Mercedes-Benz;AMG GT;Gasolina;Automática;Usado;04/2017;22300;462.0;77333.0
Audi;TT RS;Gasolina;Automática;Nuevo;09/2020;100;400.0;77490.0
BMW;M4;Gasolina;Automática;Usado;02/2019;16400;450.0;77900.0
Audi;TT RS;Gasolina;Automática;Nuevo;09/2020;0;400.0;78724.0
Lexus;LC 500;Gasolina;Automática;Usado;07/2017;27500;477.0;78890.0
Mercedes-Benz;AMG GT;Gasolina;Automática;Usado;08/2016;40000;462.0;78899.0
Dacia;Duster;Gasolina;Manual;Nuevo;09/2020;100;101.0;14230.0
Dacia;Duster;Gasolina;Manual;Nuevo;09/2020;10;101.0;14230.0
Nissan;Qashqai;Gasolina;Automática;Usado;10/2014;55938;116.0;14250.0
Opel;Mokka;Gasolina;Manual;Usado;06/2016;41712;140.0;14250.0
Kia;Sportage;Gasolina;Manual;Usado;04/2015;55024;135.0;14270.0
Skoda;Kamiq;Gasolina;Manual;Nuevo;09/2020;1;95.0;14270.0
Opel;Crossland X;Gasolina;Manual;Nuevo;09/2020;1;110.0;14270.0
Opel;Crossland X;Gasolina;Manual;Usado;07/2017;53446;110.0;14290.0
Renault;Captur;Gasolina;Manual;Usado;03/2019;15711;131.0;14290.0
Opel;Mokka;Gasolina;Automática;Usado;03/2016;41000;140.0;14290.0
Renault;Captur;Gasolina;Manual;Usado;10/2019;13241;90.0;14290.0
Renault;Captur;Gasolina;Manual;Usado;03/2019;9348;131.0;14290.0
Opel;Mokka X;Gasolina;Manual;Usado;01/2018;25950;116.0;14290.0
Skoda;Kamiq;Gasolina;Manual;Nuevo;09/2020;1;95.0;14295.0
Opel;Antara;Diesel;Automática;Usado;12/2016;67150;170.0;14320.0
Opel;Mokka X;Gasolina;Manual;Usado;05/2017;43684;140.0;14350.0
Volkswagen;Tiguan;Diesel;Manual;Usado;03/2014;74500;140.0;14356.0
Renault;Captur;Gasolina;Manual;Nuevo;09/2020;1;101.0;14370.0
Ford;Kuga;Diesel;Manual;Usado;08/2016;87888;120.0;14370.0
Kia;Sportage;Gasolina;Manual;Usado;05/2014;35000;135.0;14390.0
Skoda;Octavia;Diesel;Manual;Usado;05/2017;76108;116.0;14280.0
Skoda;Octavia;Diesel;Manual;Usado;01/2017;70490;110.0;14290.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;100;95.0;14348.0
Kia;Ceed SW / cee'd SW;Diesel;Automática;Usado;10/2015;60800;136.0;14350.0
Skoda;Octavia;Gasolina;Manual;Usado;09/2016;91636;150.0;14350.0
Opel;Astra;Diesel;Manual;Usado;06/2018;28825;110.0;14354.0
Opel;Insignia;Diesel;Manual;Usado;03/2017;86729;170.0;14380.0
Skoda;Octavia;Diesel;Manual;Usado;04/2017;84169;116.0;14380.0
Volkswagen;Golf Variant;Diesel;Manual;Usado;05/2017;57693;116.0;14400.0
Skoda;Octavia;Gasolina;Manual;Usado;07/2015;90605;150.0;14430.0
Skoda;Fabia;Gasolina;Manual;Nuevo;09/2020;100;110.0;14430.0
